Unnamed: 0,DBMS_NAME,TESTFILE_INDEX,TESTFILE_PATH,ORIGINAL_SUITE,TESTCASE_INDEX,SQL,CASE_TYPE,EXPECTED_RESULT,ACTUAL_RESULT,EXEC_TIME,DATE,IS_ERROR,ERROR_MSG,LOGS_INDEX,ERROR_REASON
20,postgresql,874,duckdb_tests/sql/aggregate/group/group_by_limits.test,,20,DROP TABLE t,Statement,True,False,118,23-09-11-10:23,True,"table ""t"" does not exist
",439,NUM
5,postgresql,832,duckdb_tests/sql/catalog/function/test_subquery_macro.test,,5,SELECT subquery(NULL),Query,,False,106,23-09-11-10:23,True,"function subquery(unknown) does not exist
LINE 1: SELECT subquery(NULL)
               ^
HINT:  No function matches the given name and argument types. You might need to add explicit type casts.
",406,CREATE
31,postgresql,810,duckdb_tests/sql/catalog/case_insensitive_using.test,,31,SELECT * FROM a NATURAL JOIN b NATURAL JOIN c NATURAL JOIN d NATURAL JOIN e,Query,1	2	3	4	5	6,1	2	3	1	4	1	5	1	6,384,23-09-11-10:23,True,Result MisMatch,382,QUOTE
10,postgresql,1155,duckdb_tests/sql/function/timestamp/test_strptime.test,,10,"SELECT strptime('Mon 30, June 2003, 12:03:10 AM', '%a %-d, %B %Y, %-I:%-M:%-S %p')",Query,2003-06-30 00:03:10,False,89,23-09-11-10:24,True,"function strptime(unknown, unknown) does not exist
LINE 1: SELECT strptime('Mon 30, June 2003, 12:03:10 AM', '%a %-d, %...
               ^
HINT:  No function matches the given name and argument types. You might need to add explicit type casts.
",668,STRING
1,postgresql,1812,duckdb_tests/sql/types/nested/map/test_map_keys.test,,1,"select map_keys(MAP([],[]));",Query,[],False,110,23-09-11-10:25,True,"syntax error at or near ""[""
LINE 1: select map_keys(MAP([],[]));
                            ^
",1071,NESTDATA
6,postgresql,1861,duckdb_tests/sql/types/enum/test_enum_from_query.test,,6,"CREATE TABLE number_str AS (SELECT CAST(range AS VARCHAR) AS x FROM range(0, 100))",Statement,True,False,236,23-09-11-10:25,True,"function range(integer, integer) does not exist
LINE 1: ...r_str AS (SELECT CAST(range AS VARCHAR) AS x FROM range(0, 1...
                                                             ^
HINT:  No function matches the given name and argument types. You might need to add explicit type casts.
",1107,NESTF
17,postgresql,697,duckdb_tests/sql/cte/test_recursive_cte_tutorial.test,,17,"CREATE VIEW ctenames AS (   WITH RECURSIVE ctename AS (       SELECT empno, ename,              ename AS path       FROM emp       WHERE empno = 7566      UNION ALL       SELECT emp.empno, emp.ename,              ctename.path || ' -> ' || emp.ename       FROM emp          JOIN ctename ON emp.mgr = ctename.empno   )   SELECT * FROM ctename )",Statement,True,False,168,23-09-11-10:23,True,"relation ""emp"" does not exist
LINE 1: ...pno, ename,              ename AS path       FROM emp       ...
                                                             ^
",292,NUM
18,postgresql,425,duckdb_tests/sql/explain/explain_all_statements.test,,18,explain DEALLOCATE v1,Statement,True,False,149,23-09-11-10:23,True,"syntax error at or near ""DEALLOCATE""
LINE 1: explain DEALLOCATE v1
                ^
",280,CREATE
0,postgresql,1131,duckdb_tests/sql/function/generic/table_func_varargs.test,,0,"SELECT * FROM repeat_row(1, 2, 'foo', num_rows=3)",Query,"1	2	foo
1	2	foo
1	2	foo",False,217,23-09-11-10:24,True,"column ""num_rows"" does not exist
LINE 1: SELECT * FROM repeat_row(1, 2, 'foo', num_rows=3)
                                              ^
",656,MISF
5,postgresql,1496,duckdb_tests/sql/optimizer/expression/test_equal_or_null_optimization.test,,5,EXPLAIN SELECT (i=j) OR (i IS NULL AND j IS NULL) FROM test;,Query,physical_plan	<REGEX>:.*DISTINCT.*,Seq Scan on test  (cost=0.00..35.50 rows=2040 width=1),378,23-09-11-10:24,True,Result MisMatch,826,EXPLAIN
3,postgresql,1471,duckdb_tests/sql/projection/select_struct_star.test,,3,SELECT a.* FROM test;,Query,1	2,False,156,23-09-11-10:24,True,"relation ""test"" does not exist
LINE 1: SELECT a.* FROM test;
                        ^
",803,NESTDATA
9,postgresql,1155,duckdb_tests/sql/function/timestamp/test_strptime.test,,9,"SELECT strptime('Mon 30, December 30, 7:3:5 PM', '%a %d, %B %y, %I:%M:%S %p')",Query,2030-12-30 19:03:05,False,86,23-09-11-10:24,True,"function strptime(unknown, unknown) does not exist
LINE 1: SELECT strptime('Mon 30, December 30, 7:3:5 PM', '%a %d, %B ...
               ^
HINT:  No function matches the given name and argument types. You might need to add explicit type casts.
",668,TIMEF
3,postgresql,1099,duckdb_tests/sql/function/date/test_strftime.test,,3,"SELECT strftime('%Y', DATE '1992-01-01');",Query,1992,False,152,23-09-11-10:24,True,"function strftime(unknown, date) does not exist
LINE 1: SELECT strftime('%Y', DATE '1992-01-01');
               ^
HINT:  No function matches the given name and argument types. You might need to add explicit type casts.
",623,TIMEF
3,postgresql,700,duckdb_tests/sql/cte/test_outer_joins_recursive_cte.test,,3,"WITH RECURSIVE t(x) AS
(
  SELECT 1
    UNION ALL
  SELECT x + 1
  FROM   (SELECT t.x+1 FROM v AS _(p) FULL OUTER JOIN t ON t.x = p) AS _(x)
  WHERE  x < 10
) SELECT * FROM v AS _(p) RIGHT OUTER JOIN t ON t.x = p ORDER BY p NULLS LAST;",Query,"1	1
3	3
NULL	5
NULL	7
NULL	9",False,150,23-09-11-10:23,True,"recursive reference to query ""t"" must not appear within an outer join
LINE 6: ...OM   (SELECT t.x+1 FROM v AS _(p) FULL OUTER JOIN t ON t.x =...
                                                             ^
",295,CTEC
13,postgresql,1720,duckdb_tests/sql/types/numeric/utinyint_try_cast.test,,13,SELECT i::BOOL FROM utinyints ORDER BY i,Query,"False
True",False,93,23-09-11-10:24,True,"relation ""utinyints"" does not exist
LINE 1: SELECT i::BOOL FROM utinyints ORDER BY i
                            ^
",957,NUM
4,postgresql,837,duckdb_tests/sql/catalog/function/test_simple_macro.test,,4,SELECT one(),Query,1,False,159,23-09-11-10:23,True,"function one() does not exist
LINE 1: SELECT one()
               ^
HINT:  No function matches the given name and argument types. You might need to add explicit type casts.
",416,CREATE
20,postgresql,1040,duckdb_tests/sql/function/numeric/test_trigo.test,,20,SELECT cast(TAN(n::float)*1000 as bigint) FROM numbers ORDER BY n,Query,"NULL
-2291
-1557
0
1557
2291",False,84,23-09-11-10:24,True,"relation ""numbers"" does not exist
LINE 1: SELECT cast(TAN(n::float)*1000 as bigint) FROM numbers ORDER...
                                                       ^
",560,NUM
5,postgresql,2233,duckdb_tests/sql/join/inner/equality_join_limits.test,,5,"SELECT t_k0, u_k0 FROM   t, u   WHERE t_k0 = u_k0;",Query,"-128	 -128
127	127",False,85,23-09-11-10:25,True,"relation ""t"" does not exist
LINE 1: SELECT t_k0, u_k0 FROM   t, u   WHERE t_k0 = u_k0;
                                 ^
",1434,NUM
0,postgresql,765,duckdb_tests/sql/constraints/unique/test_unique_temp.test,,0,SET default_null_order='nulls_first',Statement,True,False,249,23-09-11-10:23,True,"unrecognized configuration parameter ""default_null_order""
",360,SYSV
17,postgresql,1774,duckdb_tests/sql/types/list/list_index.test,,17,SELECT * FROM a WHERE id=1,Query,"1	[1, 2, 3]",,214,23-09-11-10:25,True,Result MisMatch,1038,NESTDATA
1,postgresql,1436,duckdb_tests/sql/parallelism/intraquery/test_verify_parallelism.test,,1,PRAGMA threads=4,Statement,True,False,138,23-09-11-10:24,True,"syntax error at or near ""PRAGMA""
LINE 1: PRAGMA threads=4
        ^
",787,PRAGMA
9,postgresql,1171,duckdb_tests/sql/function/string/test_bar.test,,9,"select bar('-infinity'::double, 0, 10)",Query,(empty),False,106,23-09-11-10:24,True,"type ""double"" does not exist
LINE 1: select bar('-infinity'::double, 0, 10)
                                ^
",683,NUM
80,postgresql,1742,duckdb_tests/sql/types/unsigned/test_unsigned_conversion.test,,80,SELECT (10)::USMALLINT::INTEGER,Query,10,False,89,23-09-11-10:24,True,"type ""usmallint"" does not exist
LINE 1: SELECT (10)::USMALLINT::INTEGER
                     ^
",978,NUM
46,postgresql,1750,duckdb_tests/sql/types/list/list_distinct.test,,46,"SELECT [{'x': 'duck', 'y': 1}] IS NOT DISTINCT FROM [{'x': 'duck', 'y': 1}]",Query,True,False,71,23-09-11-10:24,True,"syntax error at or near ""[""
LINE 1: SELECT [{'x': 'duck', 'y': 1}] IS NOT DISTINCT FROM [{'x': '...
               ^
",984,NESTDATA
5,postgresql,1896,duckdb_tests/sql/types/blob/test_blob_operator.test,,6,"INSERT INTO blobs VALUES ('hello', 3), ('\x00whatisgoingon', 9), (NULL, 0), ('\xFF\xFE\xFB', 19)",Statement,True,False,219,23-09-11-10:25,True,"invalid hexadecimal digit: ""w""
LINE 1: INSERT INTO blobs VALUES ('hello', 3), ('\x00whatisgoingon',...
                                                ^
",1151,BYTEA
2,postgresql,1027,duckdb_tests/sql/function/numeric/test_fdiv_fmod.test,,2,"INSERT INTO rs VALUES (10, 3),(10,-3),(-10,3),(-10,-3),(0,1),(1,1),(NULL,10),(10,NULL),(NULL,NULL)",Statement,True,False,173,23-09-11-10:24,True,"relation ""rs"" does not exist
LINE 1: INSERT INTO rs VALUES (10, 3),(10,-3),(-10,3),(-10,-3),(0,1)...
                    ^
",558,NUM
11,postgresql,369,duckdb_tests/sql/window/test_ignore_nulls.test,,11,"SELECT
  id,
  user_id,
  order_id,
  LEAD(order_id, 1, -1 RESPECT NULLS) over (
    PARTITION BY user_id
    ORDER BY id
  ) AS last_order_id
FROM issue2549",Query,"0	1	614	NULL
1	1	NULL	NULL
2	1	NULL	639
3	1	639	2027
4	1	2027	-1",False,88,23-09-11-10:23,True,"syntax error at or near ""RESPECT""
LINE 5:   LEAD(order_id, 1, -1 RESPECT NULLS) over (
                               ^
",227,WINDOWF
40,postgresql,1834,duckdb_tests/sql/types/struct/struct_distinct.test,,40,"CREATE VIEW struct_nested AS SELECT * FROM (VALUES 	({'x': 1, 'y': {'a': 'duck', 'b': 1.5}}, {'x': 1, 'y': {'a': 'duck', 'b': 1.5}}), 	({'x': 1, 'y': {'a': 'duck', 'b': 1.5}}, {'x': 2, 'y': {'a': 'goose', 'b': 2.5}}), 	({'x': 2, 'y': {'a': 'goose', 'b': 2.5}}, {'x': 1, 'y': {'a': 'duck', 'b': 1.5}}), 	(NULL, {'x': 1, 'y': {'a': 'duck', 'b': 1.5}}), 	({'x': 2, 'y': {'a': 'goose', 'b': 2.5}}, NULL), 	(NULL, NULL) 	) tbl(l, r)",Statement,True,False,158,23-09-11-10:25,True,"syntax error at or near ""{""
LINE 1: ...ATE VIEW struct_nested AS SELECT * FROM (VALUES  ({'x': 1, '...
                                                             ^
",1085,NESTDATA
9,postgresql,794,duckdb_tests/sql/constraints/foreignkey/test_fk_self_referencing.test,,9,UPDATE employee SET id=2 WHERE id=3,Statement,False,True,342,23-09-11-10:23,True,None,372,REFERENCE
2,postgresql,1773,duckdb_tests/sql/types/list/list_update_with_many_matches.test,,2,"insert into lists values (1, [1, 2, 3]), (2, [4, 5]), (3, [NULL])",Statement,True,False,159,23-09-11-10:25,True,"syntax error at or near ""[""
LINE 1: insert into lists values (1, [1, 2, 3]), (2, [4, 5]), (3, [N...
                                     ^
",1032,NESTDATA
36,postgresql,86,duckdb_tests/issues/rigger/string_comparison_bug.test,,36,"INSERT INTO t0 VALUES(1.0,NULL)",Statement,True,False,125,23-09-11-10:22,True,"current transaction is aborted, commands ignored until end of transaction block
",62,NUM
36,postgresql,1750,duckdb_tests/sql/types/list/list_distinct.test,,36,SELECT NULL IS NOT DISTINCT FROM ['duck'],Query,False,False,75,23-09-11-10:24,True,"syntax error at or near ""[""
LINE 1: SELECT NULL IS NOT DISTINCT FROM ['duck']
                                         ^
",984,NESTDATA
10,postgresql,1173,duckdb_tests/sql/function/string/test_replace.test,,10,"select REPLACE(b, 'Ä', '--') FROM strings",Query,"World
NULL
R--cks
NULL",False,76,23-09-11-10:24,True,"relation ""strings"" does not exist
LINE 1: select REPLACE(b, 'Ä', '--') FROM strings
                                          ^
",683,STR
1,postgresql,988,duckdb_tests/sql/create/big_create_table_as_varchar.test_slow,,1,"CREATE TABLE varchars AS SELECT i, concat('thisisalongstring', i) AS v FROM range(1000000) tbl(i);",Query,1000000,False,274,23-09-11-10:24,True,"function range(integer) does not exist
LINE 1: ...ELECT i, concat('thisisalongstring', i) AS v FROM range(1000...
                                                             ^
HINT:  No function matches the given name and argument types. You might need to add explicit type casts.
",552,NESTF
1,postgresql,717,duckdb_tests/sql/binder/test_having_alias.test,,1,CREATE TABLE integers AS SELECT * FROM range(5) tbl(i),Statement,True,False,271,23-09-11-10:23,True,"function range(integer) does not exist
LINE 1: CREATE TABLE integers AS SELECT * FROM range(5) tbl(i)
                                               ^
HINT:  No function matches the given name and argument types. You might need to add explicit type casts.
",310,NESTF
3,postgresql,1755,duckdb_tests/sql/types/list/nested_list_extract.test,,3,"SELECT id, b[1] FROM a ORDER BY id",Query,"0	[1, 2]
1	NULL
2	[4, 5, 6, 7]",,214,23-09-11-10:24,True,Result MisMatch,999,NESTDATA
8,postgresql,1757,duckdb_tests/sql/types/list/nested_list_updates.test,,8,SELECT * FROM a ORDER BY id,Query,"0	[[1, 2], NULL, [3, NULL]]
1	[[NULL], NULL, [NULL]]
2	NULL",,160,23-09-11-10:24,True,Result MisMatch,1002,NESTDATA
2,postgresql,1817,duckdb_tests/sql/types/nested/map/test_map_nested_keys.test,,3,"INSERT INTO tbl VALUES([[2],[3],[4]], ['a', 'b', 'c'])",Statement,True,False,153,23-09-11-10:25,True,"syntax error at or near ""[""
LINE 1: INSERT INTO tbl VALUES([[2],[3],[4]], ['a', 'b', 'c'])
                               ^
",1076,NESTDATA
3,postgresql,2054,duckdb_tests/sql/upsert/upsert_default_values.test,,3,FROM tbl,Query,5	NULL,False,139,23-09-11-10:25,True,"syntax error at or near ""FROM""
LINE 1: FROM tbl
        ^
",1300,FROM
3,postgresql,253,duckdb_tests/fuzzer/pedro/binder_assertion_error.test,,3,SELECT (SELECT 0) c0 WHERE (SELECT c0);,Query,,False,82,23-09-11-10:22,True,"column ""c0"" does not exist
LINE 1: SELECT (SELECT 0) c0 WHERE (SELECT c0);
                                           ^
",175,SELECT
22,postgresql,1070,duckdb_tests/sql/function/list/aggregates/approx_count_distinct.test,,22,SELECT list_approx_count_distinct(a) from list_ints_2;,Query,"993
986",False,93,23-09-11-10:24,True,"function list_approx_count_distinct(integer[]) does not exist
LINE 1: SELECT list_approx_count_distinct(a) from list_ints_2;
               ^
HINT:  No function matches the given name and argument types. You might need to add explicit type casts.
",586,NESTF
53,postgresql,2152,duckdb_tests/sql/prepared/test_prepare_ambiguous_type.test,,56,"EXECUTE v17([], 1)",Query,False,False,137,23-09-11-10:25,True,"syntax error at or near ""[""
LINE 1: EXECUTE v17([], 1)
                    ^
",1376,NESTDATA
53,postgresql,1742,duckdb_tests/sql/types/unsigned/test_unsigned_conversion.test,,53,SELECT -42::BIGINT::UINTEGER,Query,4294967254,False,136,23-09-11-10:24,True,"type ""uinteger"" does not exist
LINE 1: SELECT -42::BIGINT::UINTEGER
                            ^
",978,NUM
15,postgresql,917,duckdb_tests/sql/aggregate/aggregates/test_string_agg.test,,15,"SELECT g, GROUP_CONCAT(x) FROM strings GROUP BY g ORDER BY g",Query,"1	a,b
2	i,j
3	p
4	x,y,z",False,97,23-09-11-10:23,True,"function group_concat(character varying) does not exist
LINE 1: SELECT g, GROUP_CONCAT(x) FROM strings GROUP BY g ORDER BY g
                  ^
HINT:  No function matches the given name and argument types. You might need to add explicit type casts.
",482,AGGERAGATE
3,postgresql,228,duckdb_tests/fuzzer/pedro/update_default_segv.test,,3,"CREATE TABLE t1(c4 UUID, c0 REAL AS(0))",Statement,True,False,177,23-09-11-10:22,True,"syntax error at or near ""AS""
LINE 1: CREATE TABLE t1(c4 UUID, c0 REAL AS(0))
                                         ^
",157,GENCOL
6,postgresql,1959,duckdb_tests/sql/types/interval/test_interval.test,,12,SELECT INTERVAL '-2yrs 4 d 5 hrs 1 mins 3 seconds 20 mseconds 16 useconds'::VARCHAR;,Query,-2 years 4 days 05:01:03.020016,-2 years +4 days 05:01:03.020016,176,23-09-11-10:25,True,Result MisMatch,1195,INTERVAL
20,postgresql,749,duckdb_tests/sql/filter/test_transitive_filters.test,,20,SELECT * FROM vals1 WHERE i>9 AND j<i,Query,10	9,False,85,23-09-11-10:23,True,"relation ""vals1"" does not exist
LINE 1: SELECT * FROM vals1 WHERE i>9 AND j<i
                      ^
",358,NESTF
12,postgresql,86,duckdb_tests/issues/rigger/string_comparison_bug.test,,12,"INSERT INTO t0 VALUES(447772980.0,NULL)",Statement,True,False,123,23-09-11-10:22,True,"current transaction is aborted, commands ignored until end of transaction block
",62,NUM
7,postgresql,1174,duckdb_tests/sql/function/string/test_prefix.test,,7,"SELECT prefix('abcdefgh', 'a')",Query,1,False,107,23-09-11-10:24,True,"function prefix(unknown, unknown) does not exist
LINE 1: SELECT prefix('abcdefgh', 'a')
               ^
HINT:  No function matches the given name and argument types. You might need to add explicit type casts.
",683,STRING
3,postgresql,1614,duckdb_tests/sql/alter/alter_type/test_alter_type_index.test,,3,ALTER TABLE test ALTER i SET DATA TYPE VARCHAR,Statement,False,True,4059,23-09-11-10:24,True,None,898,REINDEX
4,postgresql,876,duckdb_tests/sql/aggregate/group/group_by_all_having.test,,4,"SELECT c0 FROM (SELECT 1, 1 UNION ALL SELECT 1, 2) t0(c0, c1) GROUP BY ALL HAVING c1>0 ORDER BY c0",Query,"1
1",False,79,23-09-11-10:23,True,"syntax error at or near ""HAVING""
LINE 1: ... 1 UNION ALL SELECT 1, 2) t0(c0, c1) GROUP BY ALL HAVING c1>...
                                                             ^
",442,BYALL
6,postgresql,958,duckdb_tests/sql/aggregate/distinct/grouped/combined_with_grouping.test,,6,"SELECT sum(distinct value), GROUPING_ID(course), course, COUNT(*) FROM students GROUP BY course ORDER BY all;",Query,"12	0	Math	3
56	0	CS	5",False,123,23-09-11-10:23,True,"syntax error at or near ""all""
LINE 1: ...course, COUNT(*) FROM students GROUP BY course ORDER BY all;
                                                                   ^
",530,BYALL
20,postgresql,1804,duckdb_tests/sql/types/nested/struct/test_struct.test,,20,"SELECT STRUCT_EXTRACT(STRUCT_EXTRACT(STRUCT_PACK(a := STRUCT_PACK(x := 'asdf', y := NULL), b := 43), 'a'), 'x') s",Query,asdf,False,80,23-09-11-10:25,True,"function struct_pack(x => unknown, y => unknown) does not exist
LINE 1: ...CT STRUCT_EXTRACT(STRUCT_EXTRACT(STRUCT_PACK(a := STRUCT_PAC...
                                                             ^
HINT:  No function matches the given name and argument types. You might need to add explicit type casts.
",1068,NESTF
28,postgresql,2351,duckdb_tests/optimizer/transitive_filters.test,,28,"EXPLAIN SELECT * FROM (VALUES(5000,5000)) tbl1(i,j), (VALUES(NULL, NULL, 5000, 5000)) tbl2(A, B, k,l) WHERE i>4999 AND k>=j AND j>=i AND l>=k",Query,logical_opt	<REGEX>:((.*\(col2 > 4999\).*)(.*\(col3 > 4999\).*)|(.*\(col3 > 4999\).*)(.*\(col2 > 4999\).*)),Result  (cost=0.00..0.01 rows=1 width=80),423,23-09-11-10:26,True,Result MisMatch,1495,EXPLAIN
106,postgresql,1745,duckdb_tests/sql/types/list/list_comparison.test,,106,"SELECT ['duck'] <> ['duck', 'goose']",Query,True,False,76,23-09-11-10:24,True,"syntax error at or near ""[""
LINE 1: SELECT ['duck'] <> ['duck', 'goose']
               ^
",978,NESTDATA
4,postgresql,981,duckdb_tests/sql/pivot/pivot_6390.test,,4,"WITH CPB(CPDH,NF,JG) AS (
SELECT 'C1',2022,10
UNION ALL
SELECT 'C1',2018,20
UNION ALL
SELECT 'C1',2017,0
UNION ALL
SELECT 'C2',2022,10
UNION ALL
SELECT 'C2',2010,30
UNION ALL
SELECT 'C3',2010,80
)
pivot CPB on nf using sum(jg)group by cpdh",Query,,False,88,23-09-11-10:24,True,"syntax error at or near ""pivot""
LINE 14: pivot CPB on nf using sum(jg)group by cpdh
         ^
",547,WPIVOT
1,postgresql,2040,duckdb_tests/sql/upsert/upsert_conflict_target.test,,1,"create or replace table tbl ( 	a integer, 	b integer, 	c integer, 	primary key (a, b) )",Statement,True,False,185,23-09-11-10:25,True,"syntax error at or near ""table""
LINE 1: create or replace table tbl (  a integer,  b integer,  c int...
                          ^
",1287,REPLACE
0,postgresql,956,duckdb_tests/sql/aggregate/distinct/grouped/many_distinct_groups.test_slow,,0,pragma enable_verification,Statement,True,False,200,23-09-11-10:23,True,"syntax error at or near ""pragma""
LINE 1: pragma enable_verification
        ^
",527,PRAGMA
2,postgresql,121,duckdb_tests/issues/rigger/test_628.test,,2,ALTER TABLE t0 DROP c1,Statement,False,True,1165,23-09-11-10:22,True,None,98,REFERENCE
2,postgresql,1528,duckdb_tests/sql/generated_columns/virtual/update.test,,2,"INSERT INTO test VALUES (5, DEFAULT)",Statement,True,False,201,23-09-11-10:24,True,"relation ""test"" does not exist
LINE 1: INSERT INTO test VALUES (5, DEFAULT)
                    ^
",851,GENCOL
42,postgresql,1201,duckdb_tests/sql/function/string/test_suffix.test,,42,"SELECT suffix('two ñ three ₡ four 🦆 end', 'two n three ₡ four 🦆 end')",Query,0,False,87,23-09-11-10:24,True,"function suffix(unknown, unknown) does not exist
LINE 1: SELECT suffix('two ñ three ₡ four 🦆 end', 'two n three ₡ fou...
               ^
HINT:  No function matches the given name and argument types. You might need to add explicit type casts.
",710,STRING
3,postgresql,1805,duckdb_tests/sql/types/nested/struct/struct_aggregates.test,,3,"select string_agg(struct_pack(i :=  i, j := i + 2), ',') from range(10) tbl(i);",Query,"{'i': 0, 'j': 2},{'i': 1, 'j': 3},{'i': 2, 'j': 4},{'i': 3, 'j': 5},{'i': 4, 'j': 6},{'i': 5, 'j': 7},{'i': 6, 'j': 8},{'i': 7, 'j': 9},{'i': 8, 'j': 10},{'i': 9, 'j': 11}",False,99,23-09-11-10:25,True,"function range(integer) does not exist
LINE 1: ...g_agg(struct_pack(i :=  i, j := i + 2), ',') from range(10) ...
                                                             ^
HINT:  No function matches the given name and argument types. You might need to add explicit type casts.
",1069,NESTF
5,postgresql,119,duckdb_tests/issues/rigger/rowid_conjunction.test,,5,SELECT DISTINCT * FROM t0 ORDER BY 1,Query,"NULL
1
2
3",False,103,23-09-11-10:22,True,"relation ""t0"" does not exist
LINE 1: SELECT DISTINCT * FROM t0 ORDER BY 1
                               ^
",95,NUM
9,postgresql,831,duckdb_tests/sql/catalog/function/test_complex_macro.test,,9,"SELECT IFELSE(1, IFELSE(0,'a','b'), 'c')",Query,b,False,98,23-09-11-10:23,True,"function ifelse(integer, unknown, unknown) does not exist
LINE 1: SELECT IFELSE(1, IFELSE(0,'a','b'), 'c')
                         ^
HINT:  No function matches the given name and argument types. You might need to add explicit type casts.
",402,CREATE
0,postgresql,2028,duckdb_tests/sql/index/art/test_art_update.test,,0,PRAGMA enable_verification,Statement,True,False,486,23-09-11-10:25,True,"syntax error at or near ""PRAGMA""
LINE 1: PRAGMA enable_verification
        ^
",1281,PRAGMA
9,postgresql,369,duckdb_tests/sql/window/test_ignore_nulls.test,,9,"SELECT
  id,
  user_id,
  order_id,
  FIRST_VALUE (order_id RESPECT NULLS) over (
    PARTITION BY user_id
    ORDER BY id
    ROWS BETWEEN UNBOUNDED PRECEDING AND 1 PRECEDING
  ) AS last_order_id
FROM issue2549",Query,"0	1	614	NULL
1	1	NULL	614
2	1	NULL	614
3	1	639	614
4	1	2027	614",False,82,23-09-11-10:23,True,"syntax error at or near ""RESPECT""
LINE 5:   FIRST_VALUE (order_id RESPECT NULLS) over (
                                ^
",227,WINDOWF
0,postgresql,1619,duckdb_tests/sql/alter/alter_type/alter_type_struct.test,,0,CREATE TABLE test AS SELECT {'t': 42} t,Statement,True,False,288,23-09-11-10:24,True,"syntax error at or near ""{""
LINE 1: CREATE TABLE test AS SELECT {'t': 42} t
                                    ^
",899,NESTDATA
0,postgresql,717,duckdb_tests/sql/binder/test_having_alias.test,,0,PRAGMA enable_verification,Statement,True,False,217,23-09-11-10:23,True,"syntax error at or near ""PRAGMA""
LINE 1: PRAGMA enable_verification
        ^
",310,PRAGMA
8,postgresql,1908,duckdb_tests/sql/types/union/union_extract.test,,8,SELECT u.c FROM tbl1 WHERE u.c IS NOT NULL,Query,text,False,73,23-09-11-10:25,True,"relation ""tbl1"" does not exist
LINE 1: SELECT u.c FROM tbl1 WHERE u.c IS NOT NULL
                        ^
",1159,NESTDATA
