Unnamed: 0,DBMS_NAME,TESTFILE_INDEX,TESTFILE_PATH,ORIGINAL_SUITE,TESTCASE_INDEX,SQL,CASE_TYPE,EXPECTED_RESULT,ACTUAL_RESULT,EXEC_TIME,DATE,IS_ERROR,ERROR_MSG,LOGS_INDEX,ERROR_REASON
87,psql,74,postgresql_tests/regress/sql/triggers.sql,,87,update trigtest set a = 2 where a = 1 returning *,Query,1	True	xyzzy	42,2	True	xyzzy	42,913684,23-09-16-11:02,True,Result MisMatch,119,14
25,psql,136,postgresql_tests/regress/sql/misc_functions.sql,,25,"CREATE FUNCTION test_canonicalize_path(text)
   RETURNS text
   AS :'regresslib'
   LANGUAGE C STRICT IMMUTABLE",Statement,,False,448209,23-09-16-11:03,True,"ERROR:  could not access file "":libdir/regress:dlsuffix"": No such file or directory",464,14
360,psql,191,postgresql_tests/regress/sql/polymorphism.sql,,360,select * from dfview,Query,"123	456	456	123
123	4567890123456789	4567890123456789	123
4567890123456789	123	4567890123456789	123
4567890123456789	4567890123456789	4567890123456789	4567890123456789
4567890123456789	-4567890123456789	4567890123456789	-4567890123456789","ERROR:  relation ""dfview"" does not exist
LINE 1: select * from dfview;
                      ^",899176,23-09-16-11:03,True,Result MisMatch,693,17
295,psql,135,postgresql_tests/regress/sql/merge.sql,,295,"SELECT explain_merge('
MERGE INTO ex_mtarget t USING ex_msource s ON t.a = s.a
WHEN MATCHED THEN
	UPDATE SET b = t.b + 1')",Query,"Merge on ex_mtarget t (actual rows=0 loops=1)
Tuples: updated=50
->  Merge Join (actual rows=50 loops=1)
Merge Cond: (t.a = s.a)
->  Sort (actual rows=50 loops=1)
Sort Key: t.a
Sort Method: quicksort  Memory: xxx
->  Seq Scan on ex_mtarget t (actual rows=50 loops=1)
->  Sort (actual rows=100 loops=1)
Sort Key: s.a
Sort Method: quicksort  Memory: xxx
->  Seq Scan on ex_msource s (actual rows=100 loops=1)","ERROR:  function explain_merge(unknown) does not exist
LINE 1: SELECT explain_merge('
               ^
HINT:  No function matches the given name and argument types. You might need to add explicit type casts.",993321,23-09-16-11:03,True,Result MisMatch,443,23
22,psql,187,postgresql_tests/regress/sql/conversion.sql,,22,"with test_bytes as (
  select
    inbytes,
    description,
    (test_conv(inbytes || repeat('.', 3)::bytea, 'utf8', 'utf8')).error
  from utf8_verification_inputs
), test_padded as (
  select
    description,
    (test_conv(repeat('.', 64 - length(inbytes))::bytea || inbytes || repeat('.', 64)::bytea, 'utf8', 'utf8')).error
  from test_bytes
)
select
  description,
  b.error as orig_error,
  p.error as error_after_padding
from test_padded p
join test_bytes b
using (description)
where p.error is distinct from b.error
order by description",Query,,"ERROR:  function test_enc_conversion(bytea, text, text, boolean) does not exist
LINE 1: select *                       from test_enc_conversion(inpu...
                                            ^
HINT:  No function matches the given name and argument types. You might need to add explicit type casts.
QUERY:  select *                       from test_enc_conversion(input, src_encoding, dst_encoding, true)
CONTEXT:  PL/pgSQL function test_conv(bytea,text,text) line 11 at SQL statement",975641,23-09-16-11:03,True,Result MisMatch,644,14
397,psql,135,postgresql_tests/regress/sql/merge.sql,,397,DROP TABLE pa_target CASCADE,Statement,,False,122081,23-09-16-11:03,True,"ERROR:  table ""pa_target"" does not exist",458,23
44,psql,164,postgresql_tests/regress/sql/tsearch.sql,,44,SELECT count(*) FROM test_tsvector WHERE a @@ '(eq&yt)|(wr&qh)',Query,23,0,223039,23-09-16-11:03,True,Result MisMatch,542,3
210,psql,190,postgresql_tests/regress/sql/sequence.sql,,210,CREATE SEQUENCE seq3,Statement,,False,124286,23-09-16-11:03,True,ERROR:  permission denied for schema public,678,23
9,psql,9,postgresql_tests/regress/sql/int8.sql,,9,SELECT * FROM INT8_TBL WHERE q2 <> 4567890123456789,Query,"123	456
4567890123456789	123
4567890123456789	-4567890123456789","ERROR:  relation ""int8_tbl"" does not exist
LINE 1: SELECT * FROM INT8_TBL WHERE q2 <> 4567890123456789;
                      ^",623823,23-09-16-11:02,True,Result MisMatch,5,17
75,psql,99,postgresql_tests/regress/sql/portals.sql,,75,CLOSE foo6,Statement,,False,277429,23-09-16-11:02,True,"ERROR:  current transaction is aborted, commands ignored until end of transaction block",263,17
1459,psql,189,postgresql_tests/regress/sql/alter_table.sql,,1459,"CREATE TABLE hash_parted (
	a int,
	b int
) PARTITION BY HASH (a part_test_int4_ops)",Statement,,False,344727,23-09-16-11:03,True,"ERROR:  operator class ""part_test_int4_ops"" does not exist for access method ""hash""",668,17
510,psql,154,postgresql_tests/regress/sql/publication.sql,,510,REVOKE CREATE ON DATABASE regression FROM regress_publication_user2,Statement,,False,41496,23-09-16-11:03,True,"ERROR:  database ""regression"" does not exist",495,21
71,psql,180,postgresql_tests/regress/sql/limit.sql,,71,"SELECT  thousand
		FROM onek WHERE thousand < 5
		ORDER BY thousand FETCH FIRST 2 ROW ONLY",Query,"0
0","ERROR:  relation ""onek"" does not exist
LINE 2:   FROM onek WHERE thousand < 5
               ^",722349,23-09-16-11:03,True,Result MisMatch,616,17
372,psql,65,postgresql_tests/regress/sql/create_index.sql,,372,"CREATE INDEX dupindexcols_i ON dupindexcols (f1, id, f1 text_pattern_ops)",Statement,,False,723496,23-09-16-11:02,True,"ERROR:  relation ""dupindexcols"" does not exist",88,17
74,psql,151,postgresql_tests/regress/sql/select_parallel.sql,,74,set enable_material = false,Statement,,False,456753,23-09-16-11:03,True,"ERROR:  current transaction is aborted, commands ignored until end of transaction block",482,17
29,psql,9,postgresql_tests/regress/sql/int8.sql,,29,SELECT * FROM INT8_TBL WHERE q2 > '456'::int2,Query,"123	4567890123456789
4567890123456789	4567890123456789","ERROR:  relation ""int8_tbl"" does not exist
LINE 1: SELECT * FROM INT8_TBL WHERE q2 > '456'::int2;
                      ^",657081,23-09-16-11:02,True,Result MisMatch,5,17
159,psql,118,postgresql_tests/regress/sql/rowsecurity.sql,,159,\d+ part_document,Query,"                    Partitioned table ""regress_rls_schema.part_document""
 Column  |  Type   | Collation | Nullable | Default | Storage  | Stats target | Description 
---------+---------+-----------+----------+---------+----------+--------------+-------------
 did     | integer |           |          |         | plain    |              | 
 cid     | integer |           |          |         | plain    |              | 
 dlevel  | integer |           | not null |         | plain    |              | 
 dauthor | name    |           |          |         | plain    |              | 
 dtitle  | text    |           |          |         | extended |              | 
Partition key: RANGE (cid)
Policies:
    POLICY ""pp1""
      USING ((dlevel <= ( SELECT uaccount.seclv
   FROM uaccount
  WHERE (uaccount.pguser = CURRENT_USER))))
    POLICY ""pp1r"" AS RESTRICTIVE
      TO regress_rls_dave
      USING ((cid < 55))
Partitions: part_document_fiction FOR VALUES FROM (11) TO (12),
            part_document_nonfiction FOR VALUES FROM (99) TO (100),
            part_document_satire FOR VALUES FROM (55) TO (56)","Partitioned table ""regress_rls_schema.part_document""
 Column  |  Type   | Collation | Nullable | Default | Storage  | Compression | Stats target | Description 
---------+---------+-----------+----------+---------+----------+-------------+--------------+-------------
 did     | integer |           |          |         | plain    |             |              | 
 cid     | integer |           |          |         | plain    |             |              | 
 dlevel  | integer |           | not null |         | plain    |             |              | 
 dauthor | name    |           |          |         | plain    |             |              | 
 dtitle  | text    |           |          |         | extended |             |              | 
Partition key: RANGE (cid)
Policies:
    POLICY ""pp1""
      USING ((dlevel <= ( SELECT uaccount.seclv
   FROM uaccount
  WHERE (uaccount.pguser = CURRENT_USER))))
    POLICY ""pp1r"" AS RESTRICTIVE
      TO regress_rls_dave
      USING ((cid < 55))
Partitions: part_document_fiction FOR VALUES FROM (11) TO (12),
            part_document_nonfiction FOR VALUES FROM (99) TO (100),
            part_document_satire FOR VALUES FROM (55) TO (56)",334296,23-09-16-11:03,True,Result MisMatch,383,14
34,psql,157,postgresql_tests/regress/sql/portals_p2.sql,,34,CLOSE foo20,Statement,,False,37290,23-09-16-11:03,True,"ERROR:  current transaction is aborted, commands ignored until end of transaction block",498,17
349,psql,111,postgresql_tests/regress/sql/privileges.sql,,349,"CREATE TABLE errtst_part_2(secret1 text, secret2 text, a text, c text, b text NOT NULL)",Statement,,False,347336,23-09-16-11:02,True,"ERROR:  permission denied for schema public
LINE 1: CREATE TABLE errtst_part_2(secret1 text, secret2 text, a tex...
                     ^",343,23
76,psql,65,postgresql_tests/regress/sql/create_index.sql,,76,"EXPLAIN (COSTS OFF)
SELECT count(*) FROM point_tbl WHERE f1 <@ box '(0,0,100,100)'",Query,"Aggregate
->  Index Only Scan using gpointind on point_tbl
Index Cond: (f1 <@ '(100,100),(0,0)'::box)","ERROR:  relation ""point_tbl"" does not exist
LINE 2: SELECT count(*) FROM point_tbl WHERE f1 <@ box '(0,0,100,100...
                             ^",365609,23-09-16-11:02,True,Result MisMatch,78,17
446,psql,135,postgresql_tests/regress/sql/merge.sql,,446,"INSERT INTO new_measurement VALUES (1, '2006-03-27', NULL, NULL)",Statement,,False,183359,23-09-16-11:03,True,"ERROR:  relation ""new_measurement"" does not exist
LINE 1: INSERT INTO new_measurement VALUES (1, '2006-03-27', NULL, N...
                    ^",458,23
296,psql,111,postgresql_tests/regress/sql/privileges.sql,,296,"CREATE TABLE msource (a int, b text)",Statement,,False,283848,23-09-16-11:02,True,"ERROR:  permission denied for schema public
LINE 1: CREATE TABLE msource (a int, b text);
                     ^",335,23
236,psql,96,postgresql_tests/regress/sql/aggregates.sql,,236,select * from agg_view1,Query,"{""(0,,)"",""(1,3,foo)"",""(2,2,bar)"",""(3,1,baz)""}","ERROR:  relation ""agg_view1"" does not exist
LINE 1: select * from agg_view1;
                      ^",308770,23-09-16-11:02,True,Result MisMatch,255,3
103,psql,93,postgresql_tests/regress/sql/union.sql,,103,SELECT q1 FROM int8_tbl UNION ALL (((SELECT q2 FROM int8_tbl EXCEPT SELECT q1 FROM int8_tbl ORDER BY 1))),Query,"123
123
4567890123456789
4567890123456789
4567890123456789
-4567890123456789
456","ERROR:  relation ""int8_tbl"" does not exist
LINE 1: SELECT q1 FROM int8_tbl UNION ALL (((SELECT q2 FROM int8_tbl...
                       ^",149410,23-09-16-11:02,True,Result MisMatch,229,17
163,psql,135,postgresql_tests/regress/sql/merge.sql,,163,"MERGE INTO wq_target t
USING wq_source s ON t.tid = s.sid
WHEN NOT MATCHED AND s.balance = 100 THEN
	INSERT (tid) VALUES (s.sid)",Statement,,False,821350,23-09-16-11:03,True,"ERROR:  relation ""wq_target"" does not exist
LINE 1: MERGE INTO wq_target t
                   ^",420,23
14,psql,91,postgresql_tests/regress/sql/select_having.sql,,14,"SELECT c, max(a) FROM test_having
	GROUP BY c HAVING count(*) > 2 OR min(a) = max(a)
	ORDER BY c",Query,"XXXX	0
bbbb	5","bbbb	5
XXXX	0",269807,23-09-16-11:02,True,Result MisMatch,213,24
184,psql,151,postgresql_tests/regress/sql/select_parallel.sql,,184,SET LOCAL parallel_setup_cost = 10,Statement,,False,589159,23-09-16-11:03,True,"ERROR:  current transaction is aborted, commands ignored until end of transaction block",482,17
414,psql,185,postgresql_tests/regress/sql/rangefuncs.sql,,414,"explain (verbose, costs off)
select x from int8_tbl, extractq2_2_opt(int8_tbl) f(x)",Query,"Seq Scan on public.int8_tbl
Output: int8_tbl.q2","ERROR:  relation ""int8_tbl"" does not exist
LINE 2: select x from int8_tbl, extractq2_2_opt(int8_tbl) f(x);
                      ^",480836,23-09-16-11:03,True,Result MisMatch,640,17
562,psql,174,postgresql_tests/regress/sql/jsonb.sql,,562,"SELECT count(*) FROM testjsonb WHERE j @? '$.array ? (@[*] == ""bar"")'",Query,3,0,205354,23-09-16-11:03,True,Result MisMatch,604,3
160,psql,65,postgresql_tests/regress/sql/create_index.sql,,160,SELECT * FROM array_index_op_test WHERE t && '{AAAAAAA80240}' ORDER BY seqno,Query,"19	{52,82,17,74,23,46,69,51,75}	{AAAAAAAAAAAAA73084,AAAAA75968,AAAAAAAAAAAAAAAA14047,AAAAAAA80240,AAAAAAAAAAAAAAAAAAA1205,A68938}
30	{26,81,47,91,34}	{AAAAAAAAAAAAAAAAAAA70104,AAAAAAA80240}
64	{26,19,34,24,81,78}	{A96617,AAAAAAAAAAAAAAAAAAA70104,A68938,AAAAAAAAAAA53908,AAAAAAAAAAAAAAA453,AA17009,AAAAAAA80240}
82	{34,60,4,79,78,16,86,89,42,50}	{AAAAA40681,AAAAAAAAAAAAAAAAAA12591,AAAAAAA80240,AAAAAAAAAAAAAAAA55798,AAAAAAAAAAAAAAAAAAA70104}
88	{41,90,77,24,6,24}	{AAAA35194,AAAA35194,AAAAAAA80240,AAAAAAAAAAA46154,AAAAAA58494,AAAAAAAAAAAAAAAAAAA17075,AAAAAAAAAAAAAAAAAA59334,AAAAAAAAAAAAAAAAAAA91804,AA74433}
97	{54,2,86,65}	{47735,AAAAAAA99836,AAAAAAAAAAAAAAAAA6897,AAAAAAAAAAAAAAAA29150,AAAAAAA80240,AAAAAAAAAAAAAAAA98414,AAAAAAA56483,AAAAAAAAAAAAAAAA29150,AAAAAAA39692,AA21643}
100	{85,32,57,39,49,84,32,3,30}	{AAAAAAA80240,AAAAAAAAAAAAAAAA1729,AAAAA60038,AAAAAAAAAAA92631,AAAAAAAA9523}",,466051,23-09-16-11:02,True,Result MisMatch,83,3
97,psql,167,postgresql_tests/regress/sql/window.sql,,97,"SELECT sum(unique1) over (order by four range between 2::int8 preceding and 1::int2 preceding exclude group),
	unique1, four
FROM tenk1 WHERE unique1 < 10",Query,"	0	0
	8	0
	4	0
12	5	1
12	9	1
12	1	1
27	6	2
27	2	2
23	3	3
23	7	3","ERROR:  relation ""tenk1"" does not exist
LINE 3: FROM tenk1 WHERE unique1 < 10;
             ^",729865,23-09-16-11:03,True,Result MisMatch,580,17
504,psql,40,postgresql_tests/regress/sql/multirangetypes.sql,,504,drop table float8multirange_test,Statement,,False,881542,23-09-16-11:02,True,"ERROR:  table ""float8multirange_test"" does not exist",35,17
269,psql,35,postgresql_tests/regress/sql/timestamptz.sql,,269,SELECT '2011-03-27 02:59:59'::timestamp AT TIME ZONE 'MSK',Query,Sat Mar 26 22:59:59 2011 UTC,2011-03-26 22:59:59+00,440050,23-09-16-11:02,True,Result MisMatch,29,15
111,psql,65,postgresql_tests/regress/sql/create_index.sql,,111,"EXPLAIN (COSTS OFF)
SELECT * FROM point_tbl WHERE f1 <@ '(-10,-10),(10,10)':: box ORDER BY f1 <-> '0,1'",Query,"Sort
Sort Key: ((f1 <-> '(0,1)'::point))
->  Bitmap Heap Scan on point_tbl
Recheck Cond: (f1 <@ '(10,10),(-10,-10)'::box)
->  Bitmap Index Scan on gpointind
Index Cond: (f1 <@ '(10,10),(-10,-10)'::box)","ERROR:  relation ""point_tbl"" does not exist
LINE 2: SELECT * FROM point_tbl WHERE f1 <@ '(-10,-10),(10,10)':: bo...
                      ^",406064,23-09-16-11:02,True,Result MisMatch,79,17
183,psql,100,postgresql_tests/regress/sql/arrays.sql,,183,SELECT * FROM array_op_test WHERE t @> '{AAAAAAAA72908}' ORDER BY seqno,Query,"22	{11,6,56,62,53,30}	{AAAAAAAA72908}
45	{99,45}	{AAAAAAAA72908,AAAAAAAAAAAAAAAAAAA17075,AA88409,AAAAAAAAAAAAAAAAAA36842,AAAAAAA48038,AAAAAAAAAAAAAA10611}
72	{22,1,16,78,20,91,83}	{47735,AAAAAAA56483,AAAAAAAAAAAAA93788,AA42406,AAAAAAAAAAAAA73084,AAAAAAAA72908,AAAAAAAAAAAAAAAAAA61286,AAAAA66674,AAAAAAAAAAAAAAAAA50407}
79	{45}	{AAAAAAAAAA646,AAAAAAAAAAAAAAAAAAA70415,AAAAAA43678,AAAAAAAA72908}",,116387,23-09-16-11:02,True,Result MisMatch,279,3
27,psql,186,postgresql_tests/regress/sql/prepare.sql,,27,"PREPARE q6 AS
    SELECT * FROM tenk1 WHERE unique1 = $1 AND stringu1 = $2",Statement,,False,700942,23-09-16-11:03,True,"ERROR:  relation ""tenk1"" does not exist
LINE 2:     SELECT * FROM tenk1 WHERE unique1 = $1 AND stringu1 = $2...
                          ^",641,17
145,psql,66,postgresql_tests/regress/sql/create_index_spgist.sql,,145,"EXPLAIN (COSTS OFF)
SELECT count(*) FROM quad_point_tbl WHERE p << '(5000, 4000)'",Query,"Aggregate
->  Bitmap Heap Scan on quad_point_tbl
Recheck Cond: (p << '(5000,4000)'::point)
->  Bitmap Index Scan on sp_quad_ind
Index Cond: (p << '(5000,4000)'::point)","ERROR:  relation ""quad_point_tbl"" does not exist
LINE 2: SELECT count(*) FROM quad_point_tbl WHERE p << '(5000, 4000)...
                             ^",375366,23-09-16-11:02,True,Result MisMatch,98,17
88,psql,194,postgresql_tests/regress/sql/largeobject.sql,,88,"SELECT lo_export(loid, :'filename') FROM lotest_stash_values",Query,1,,82125,23-09-16-11:03,True,Result MisMatch,710,3
371,psql,96,postgresql_tests/regress/sql/aggregates.sql,,371,"SELECT variance(unique1::int8), avg(unique1::numeric)
FROM (SELECT * FROM tenk1
      UNION ALL SELECT * FROM tenk1
      UNION ALL SELECT * FROM tenk1
      UNION ALL SELECT * FROM tenk1) u",Query,8333541.588539713493	4999.5000000000000000,"ERROR:  current transaction is aborted, commands ignored until end of transaction block",466813,23-09-16-11:02,True,Result MisMatch,259,17
49,psql,160,postgresql_tests/regress/sql/dependency.sql,,49,CREATE TYPE deptest_enum AS ENUM ('red'),Statement,,False,814355,23-09-16-11:03,True,ERROR:  permission denied for schema public,511,23
275,psql,76,postgresql_tests/regress/sql/inherit.sql,,275,\d+ test_ex_constraints,Query,"                           Table ""public.test_ex_constraints""
 Column |  Type  | Collation | Nullable | Default | Storage | Stats target | Description 
--------+--------+-----------+----------+---------+---------+--------------+-------------
 c      | circle |           |          |         | plain   |              | 
Indexes:
    ""test_ex_constraints_c_excl"" EXCLUDE USING gist (c WITH &&)
Child tables: test_ex_constraints_inh","Table ""public.test_ex_constraints""
 Column |  Type  | Collation | Nullable | Default | Storage | Compression | Stats target | Description 
--------+--------+-----------+----------+---------+---------+-------------+--------------+-------------
 c      | circle |           |          |         | plain   |             |              | 
Indexes:
    ""test_ex_constraints_c_excl"" EXCLUDE USING gist (c WITH &&)
Child tables: test_ex_constraints_inh
Access method: heap",398174,23-09-16-11:02,True,Result MisMatch,141,14
319,psql,164,postgresql_tests/regress/sql/tsearch.sql,,319,"SELECT ts_rewrite( query, 'SELECT keyword, sample FROM test_tsquery' ) FROM to_tsquery('english', 'moscow & hotel') AS query",Query,'hotel' & ( 'moskva'	'moscow' ),'moscow' & 'hotel',546159,23-09-16-11:03,True,Result MisMatch,550,3
145,psql,56,postgresql_tests/regress/sql/insert.sql,,145,\d+ list_parted,Query,"                          Partitioned table ""public.list_parted""
 Column |  Type   | Collation | Nullable | Default | Storage  | Stats target | Description 
--------+---------+-----------+----------+---------+----------+--------------+-------------
 a      | text    |           |          |         | extended |              | 
 b      | integer |           |          |         | plain    |              | 
Partition key: LIST (lower(a))
Partitions: part_aa_bb FOR VALUES IN ('aa', 'bb'),
            part_cc_dd FOR VALUES IN ('cc', 'dd'),
            part_ee_ff FOR VALUES IN ('ee', 'ff'), PARTITIONED,
            part_gg FOR VALUES IN ('gg'), PARTITIONED,
            part_null FOR VALUES IN (NULL),
            part_xx_yy FOR VALUES IN ('xx', 'yy'), PARTITIONED,
            part_default DEFAULT, PARTITIONED","Partitioned table ""public.list_parted""
 Column |  Type   | Collation | Nullable | Default | Storage  | Compression | Stats target | Description 
--------+---------+-----------+----------+---------+----------+-------------+--------------+-------------
 a      | text    |           |          |         | extended |             |              | 
 b      | integer |           |          |         | plain    |             |              | 
Partition key: LIST (lower(a))
Partitions: part_aa_bb FOR VALUES IN ('aa', 'bb'),
            part_cc_dd FOR VALUES IN ('cc', 'dd'),
            part_ee_ff FOR VALUES IN ('ee', 'ff'), PARTITIONED,
            part_gg FOR VALUES IN ('gg'), PARTITIONED,
            part_null FOR VALUES IN (NULL),
            part_xx_yy FOR VALUES IN ('xx', 'yy'), PARTITIONED,
            part_default DEFAULT, PARTITIONED",79756,23-09-16-11:02,True,Result MisMatch,66,14
12,psql,96,postgresql_tests/regress/sql/aggregates.sql,,12,SELECT sum(b) AS avg_431_773 FROM aggtest,Query,431.773,,39364,23-09-16-11:02,True,Result MisMatch,250,3
97,psql,42,postgresql_tests/regress/sql/horology.sql,,97,"SELECT timestamptz(date '1994-01-01', time '10:00') AS ""Jan_01_1994_9am""",Query,Sat Jan 01 10:00:00 1994 PST,Sat Jan 01 10:00:00 1994 +08,527668,23-09-16-11:02,True,Result MisMatch,44,15
214,psql,42,postgresql_tests/regress/sql/horology.sql,,214,"SELECT to_timestamp('5527', 'IIWID')",Query,Sun Jan 01 00:00:00 2006 PST,2006-01-01 00:00:00+08,665854,23-09-16-11:02,True,Result MisMatch,54,15
8,psql,65,postgresql_tests/regress/sql/create_index.sql,,8,CREATE INDEX tenk1_unique2 ON tenk1 USING btree(unique2 int4_ops),Statement,,False,271600,23-09-16-11:02,True,"ERROR:  relation ""tenk1"" does not exist",75,17
116,psql,95,postgresql_tests/regress/sql/join.sql,,116,"select count(*) from tenk1 x where
  x.unique1 in (select a.f1 from int4_tbl a,float8_tbl b where a.f1=b.f1) and
  x.unique1 = 0 and
  x.unique1 in (select aa.f1 from int4_tbl aa,float8_tbl bb where aa.f1=bb.f1)",Query,1,"ERROR:  relation ""tenk1"" does not exist
LINE 1: select count(*) from tenk1 x where
                             ^",62257,23-09-16-11:02,True,Result MisMatch,233,17
303,psql,154,postgresql_tests/regress/sql/publication.sql,,303,\d+ testpub_tbl7,Query,"                                Table ""public.testpub_tbl7""
 Column |  Type   | Collation | Nullable | Default | Storage  | Stats target | Description 
--------+---------+-----------+----------+---------+----------+--------------+-------------
 a      | integer |           | not null |         | plain    |              | 
 b      | text    |           |          |         | extended |              | 
 c      | text    |           |          |         | extended |              | 
Indexes:
    ""testpub_tbl7_pkey"" PRIMARY KEY, btree (a)
Publications:
    ""testpub_fortable"" (a, b)","Table ""public.testpub_tbl7""
 Column |  Type   | Collation | Nullable | Default | Storage  | Compression | Stats target | Description 
--------+---------+-----------+----------+---------+----------+-------------+--------------+-------------
 a      | integer |           | not null |         | plain    |             |              | 
 b      | text    |           |          |         | extended |             |              | 
 c      | text    |           |          |         | extended |             |              | 
Indexes:
    ""testpub_tbl7_pkey"" PRIMARY KEY, btree (a)
Publications:
    ""testpub_fortable"" (a, b)
Access method: heap",801434,23-09-16-11:03,True,Result MisMatch,487,14
367,psql,65,postgresql_tests/regress/sql/create_index.sql,,367,"EXPLAIN (COSTS OFF)
SELECT * FROM tenk1
  WHERE thousand = 42 AND (tenthous = 1 OR tenthous = 3 OR tenthous = 42)",Query,"Bitmap Heap Scan on tenk1
Recheck Cond: (((thousand = 42) AND (tenthous = 1)) OR ((thousand = 42) AND (tenthous = 3)) OR ((thousand = 42) AND (tenthous = 42)))
->  BitmapOr
->  Bitmap Index Scan on tenk1_thous_tenthous
Index Cond: ((thousand = 42) AND (tenthous = 1))
->  Bitmap Index Scan on tenk1_thous_tenthous
Index Cond: ((thousand = 42) AND (tenthous = 3))
->  Bitmap Index Scan on tenk1_thous_tenthous
Index Cond: ((thousand = 42) AND (tenthous = 42))","ERROR:  relation ""tenk1"" does not exist
LINE 2: SELECT * FROM tenk1
                      ^",717309,23-09-16-11:02,True,Result MisMatch,88,17
589,psql,174,postgresql_tests/regress/sql/jsonb.sql,,589,"SELECT count(*) FROM testjsonb WHERE j = '{""pos"":98, ""line"":371, ""node"":""CBA"", ""indexed"":true}'",Query,1,0,239126,23-09-16-11:03,True,Result MisMatch,609,3
